Name,7-year Repayment Rate,Net Price,Income Range
Lewis-Clark State College,0.810945274,13161,75K+
North Idaho College,0.769230769,10969,75K+
Northwest Nazarene University,0.902702703,20347,75K+
Brigham Young University-Idaho,0.833913044,11041,75K+
College of Southern Idaho,0.676470588,10379,75K+
American Academy of Art,0.680851064,31734,75K+
School of the Art Institute of Chicago,0.792626728,46575,75K+
Augustana College,0.933168317,26731,75K+
Aurora University,0.860465116,21313,75K+
Black Hawk College,0.645833333,10013,75K+
Blackburn College,0.827160494,19299,75K+
Bradley University,0.881528662,30341,75K+
Chicago State University,0.411764706,16951,75K+
University of Chicago,0.952772074,35300,75K+
Columbia College Chicago,0.707423581,33974,75K+
Concordia University-Chicago,0.87283237,19985,75K+
Danville Area Community College,0.72972973,9931,75K+
DePaul University,0.809184994,32483,75K+
College of DuPage,0.637274549,11078,75K+
East-West University,0.387096774,13760,75K+
Eastern Illinois University,0.805970149,19586,75K+
Elgin Community College,0.666666667,7769,75K+
Elmhurst College,0.833333333,26351,75K+
Eureka College,0.812030075,25404,75K+
Fox College,0.784090909,19714,75K+
Governors State University,0.75862069,17063,75K+
Greenville University,0.806451613,24080,75K+
University of Illinois at Chicago,0.781847134,22334,75K+
Benedictine University,0.811501597,27170,75K+
University of Illinois at Urbana-Champaign,0.894719025,26690,75K+
Illinois Wesleyan University,0.948509485,33327,75K+
Illinois Central College,0.702290076,13075,75K+
Illinois College,0.894039735,20030,75K+
Illinois Institute of Technology,0.924444444,26383,75K+
Illinois State University,0.879092262,26284,75K+
John A Logan College,0.679245283,8900,75K+
John Wood Community College,0.744444444,10986,75K+
Joliet Junior College,0.588850174,8180,75K+
Judson University,0.793296089,23366,75K+
Kishwaukee College,0.659090909,12326,75K+
Knox College,0.909090909,27421,75K+
Lake Forest College,0.896995708,29788,75K+
Lewis and Clark Community College,0.672316384,7622,75K+
Lewis University,0.833333333,22406,75K+
Lincoln Christian University,0.837837838,21795,75K+
Lincoln College,0.740310078,18133,75K+
Lincoln Land Community College,0.71875,9817,75K+
Loyola University Chicago,0.897360704,37092,75K+
MacMurray College,0.828282828,14719,75K+
McHenry County College,0.598039216,10530,75K+
McKendree University,0.79245283,22192,75K+
Millikin University,0.849099099,24468,75K+
Monmouth College,0.853754941,20850,75K+
Moraine Valley Community College,0.721804511,9443,75K+
National Louis University,0.731343284,20489,75K+
North Central College,0.902777778,26320,75K+
North Park University,0.876790831,23208,75K+
Northern Illinois University,0.845875252,27258,75K+
Northwestern University,0.945235487,33825,75K+
Northeastern Illinois University,0.729166667,24619,75K+
Olivet Nazarene University,0.845986985,23650,75K+
Parkland College,0.659574468,12529,75K+
Quincy University,0.848684211,16644,75K+
Robert Morris University Illinois,0.697391304,24258,75K+
Rock Valley College,0.606741573,11476,75K+
Rockford University,0.864516129,24189,75K+
Roosevelt University,0.730844794,27140,75K+
Dominican University,0.825136612,21556,75K+
University of St Francis,0.783216783,21013,75K+
Saint Xavier University,0.858823529,18347,75K+
University of Illinois at Springfield,0.798479088,15528,75K+
Southern Illinois University-Carbondale,0.787383178,21731,75K+
Southern Illinois University-Edwardsville,0.847111111,19226,75K+
Trinity Christian College,0.874551971,25140,75K+
Trinity International University-Illinois,0.865168539,21471,75K+
Triton College,0.536585366,10228,75K+
Waubonsee Community College,0.712328767,9218,75K+
Western Illinois University,0.852887538,21182,75K+
Ancilla College,0.620689655,12575,75K+
Anderson University,0.836734694,26095,75K+
Ball State University,0.779693487,20137,75K+
Bethel University,0.861788618,22346,75K+
Butler University,0.913322632,38606,75K+
Calumet College of Saint Joseph,0.701754386,13609,75K+
DePauw University,0.952380952,30678,75K+
Earlham College,0.910447761,24226,75K+
University of Evansville,0.87,26574,75K+
Franklin College,0.840909091,25499,75K+
Goshen College,0.899280576,20202,75K+
Grace College and Theological Seminary,0.887931035,24258,75K+
Holy Cross College,0.779069767,29505,75K+
Huntington University,0.888111888,25274,75K+
Purdue University Fort Wayne,0.753653445,16672,75K+
Indiana University-Purdue University-Indianapolis,0.743038593,18034,75K+
University of Indianapolis,0.830396476,26131,75K+
Indiana Institute of Technology,0.668122271,22550,75K+
University of Southern Indiana,0.75502008,17156,75K+
Indiana State University,0.758162031,19049,75K+
Indiana University-Kokomo,0.681034483,14426,75K+
Indiana University-South Bend,0.707724426,14725,75K+
Indiana University-Bloomington,0.86533734,20850,75K+
Indiana University-Northwest,0.608815427,13201,75K+
Indiana University-Southeast,0.696236559,14796,75K+
Indiana University-East,0.578947368,13978,75K+
International Business College-Fort Wayne,0.765363129,22627,75K+
International Business College-Indianapolis,0.765363129,21733,75K+
Manchester University,0.845714286,17179,75K+
Marian University,0.783410138,23976,75K+
Indiana Wesleyan University-Marion,0.802905875,23619,75K+
University of Notre Dame,0.967770035,40040,75K+
Oakland City University,0.822580645,17016,75K+
University of Saint Francis-Fort Wayne,0.827464789,20680,75K+
Saint Mary-of-the-Woods College,0.759036145,23712,75K+
Taylor University,0.93814433,27364,75K+
Trine University,0.858490566,27827,75K+
Valparaiso University,0.872685185,24550,75K+
Vincennes University,0.708133971,15424,75K+
Wabash College,0.880952381,25636,75K+
Briar Cliff University,0.851612903,20384,75K+
Buena Vista University,0.888059702,24213,75K+
Central College,0.905579399,23817,75K+
Clarke University,0.901639344,25637,75K+
Coe College,0.91959799,24146,75K+
Cornell College,0.87150838,29903,75K+
Des Moines Area Community College,0.664416586,12880,75K+
Dordt University,0.936585366,26342,75K+
Drake University,0.914855073,31267,75K+
University of Dubuque,0.737373737,28126,75K+
Ellsworth Community College,0.758241758,13951,75K+
Eastern Iowa Community College District,0.721893491,14284,75K+
Graceland University-Lamoni,0.788571429,22406,75K+
Grand View University,0.851449275,21366,75K+
Grinnell College,0.93006993,33002,75K+
Hawkeye Community College,0.752788104,14549,75K+
Indian Hills Community College,0.697959184,12155,75K+
Iowa Central Community College,0.754285714,12512,75K+
Iowa Lakes Community College,0.847560976,14126,75K+
Iowa State University,0.865611193,17877,75K+
Iowa Wesleyan University,0.767441861,30684,75K+
Iowa Western Community College,0.752293578,15219,75K+
University of Iowa,0.876171875,18287,75K+
Kirkwood Community College,0.73456352,13478,75K+
Loras College,0.898113208,21955,75K+
Luther College,0.911161731,27303,75K+
Marshalltown Community College,0.752941177,11398,75K+
Mercy College of Health Sciences,0.928571429,24231,75K+
Morningside College,0.878306878,24601,75K+
Mount Mercy University,0.893203884,23296,75K+
Ashford University,0.647167035,22277,75K+
North Iowa Area Community College,0.739583333,10682,75K+
University of Northern Iowa,0.879413724,17996,75K+
Northwestern College,0.918781726,24795,75K+
Northeast Iowa Community College,0.772532189,13020,75K+
Saint Ambrose University,0.891566265,26286,75K+
Simpson College,0.919708029,25786,75K+
Southeastern Community College,0.702702703,10239,75K+
Southwestern Community College,0.830985916,11718,75K+
Upper Iowa University,0.837142857,23336,75K+
Waldorf University,0.807228916,21416,75K+
Wartburg College,0.943143813,25982,75K+
William Penn University,0.781990521,21474,75K+
Allen County Community College,0.673684211,10125,75K+
Baker University,0.832817338,23313,75K+
Barton County Community College,0.666666667,10542,75K+
Benedictine College,0.889361702,25401,75K+
Bethany College,0.707317073,29392,75K+
Butler Community College,0.674479167,11746,75K+
Central Christian College of Kansas,0.695652174,11870,75K+
Cloud County Community College,0.675324675,9615,75K+
Coffeyville Community College,0.475409836,6414,75K+
Colby Community College,0.827586207,13233,75K+
Cowley County Community College,0.608108108,11450,75K+
Dodge City Community College,0.642857143,6690,75K+
Emporia State University,0.805439331,16517,75K+
Fort Hays State University,0.832935561,14891,75K+
Friends University,0.809968847,20059,75K+
Garden City Community College,0.6,8441,75K+
Hutchinson Community College,0.700507614,11059,75K+
Johnson County Community College,0.679946879,16004,75K+
University of Kansas,0.815691158,22419,75K+
Newman University,0.832167832,17427,75K+
Kansas State University,0.863345521,20713,75K+
Kansas Wesleyan University,0.75862069,26561,75K+
Labette Community College,0.722222222,10567,75K+
McPherson College,0.879518072,24305,75K+
MidAmerica Nazarene University,0.844,25665,75K+
Ottawa University-Ottawa,0.713864307,27392,75K+
Pittsburg State University,0.786915888,16862,75K+
University of Saint Mary,0.745283019,22299,75K+
Southwestern College,0.79245283,25225,75K+
Sterling College,0.695652174,21684,75K+
Tabor College,0.722891566,25606,75K+
Wichita State University,0.773796193,17870,75K+
Asbury University,0.922619048,30712,75K+
Bellarmine University,0.882352941,25366,75K+
Campbellsville University,0.748387097,21137,75K+
Centre College,0.92481203,27143,75K+
Galen College of Nursing-Louisville,0.661596958,28000,75K+
University of the Cumberlands,0.738255034,19587,75K+
Eastern Kentucky University,0.732970027,16969,75K+
Georgetown College,0.902061856,21904,75K+
Kentucky State University,0.44295302,14654,75K+
University of Kentucky,0.810305776,23344,75K+
Kentucky Christian University,0.803278689,21109,75K+
Lindsey Wilson College,0.705882353,18311,75K+
University of Louisville,0.78994614,21187,75K+
Midway University,0.744186047,24901,75K+
Morehead State University,0.619450317,16267,75K+
Murray State University,0.8170347,15107,75K+
Northern Kentucky University,0.731244848,12906,75K+
University of Pikeville,0.754385965,21463,75K+
Spalding University,0.698795181,27716,75K+
Thomas More University,0.816037736,20960,75K+
Transylvania University,0.890410959,27732,75K+
Union College,0.793103448,37499,75K+
Western Kentucky University,0.768012668,16918,75K+
Bossier Parish Community College,0.650943396,14342,75K+
Centenary College of Louisiana,0.840909091,27561,75K+
Dillard University,0.652777778,19216,75K+
Grambling State University,0.461928934,22684,75K+
ITI Technical College,0.793650794,22626,75K+
Louisiana State University-Alexandria,0.766233766,9647,75K+
Louisiana State University and Agricultural & Mechanical College,0.861655773,20633,75K+
Louisiana State University-Eunice,0.733333333,11685,75K+
Louisiana State University-Shreveport,0.827586207,14194,75K+
Louisiana College,0.880952381,14181,75K+
Louisiana Tech University,0.848056537,12709,75K+
Loyola University New Orleans,0.855721393,25258,75K+
McNeese State University,0.734411086,15904,75K+
University of New Orleans,0.765661253,13409,75K+
Nicholls State University,0.844736842,13997,75K+
University of Louisiana at Monroe,0.788679245,8916,75K+
Northwestern State University of Louisiana,0.762711864,13194,75K+
University of Holy Cross,0.851351351,17425,75K+
Franciscan Missionaries of Our Lady University,0.8125,19801,75K+
Southeastern Louisiana University,0.789170507,14766,75K+
Southern University and A & M College,0.563176895,20169,75K+
University of Louisiana at Lafayette,0.797435897,14492,75K+
Tulane University of Louisiana,0.881685575,41281,75K+
Xavier University of Louisiana,0.665354331,22713,75K+
Bowdoin College,0.914893617,31233,75K+
Central Maine Community College,0.722689076,14365,75K+
Eastern Maine Community College,0.780952381,14338,75K+
University of Maine at Augusta,0.679558011,15395,75K+
University of Maine at Farmington,0.84962406,18826,75K+
University of Maine,0.868756121,19765,75K+
University of Maine at Presque Isle,0.696428571,13362,75K+
University of New England,0.858310627,35921,75K+
Maine College of Art,0.866666667,33582,75K+
Saint Joseph's College of Maine,0.861751152,28469,75K+
Southern Maine Community College,0.696132597,15320,75K+
University of Southern Maine,0.808357349,16471,75K+
Thomas College,0.795180723,23701,75K+
Allegany College of Maryland,0.695945946,14768,75K+
Anne Arundel Community College,0.630434783,18310,75K+
Bowie State University,0.456692913,20455,75K+
Cecil College,0.610526316,11232,75K+
College of Southern Maryland,0.693121693,11288,75K+
Washington Adventist University,0.677083333,20693,75K+
Coppin State University,0.47706422,13754,75K+
Frederick Community College,0.626168224,10786,75K+
Frostburg State University,0.808130081,20199,75K+
Garrett College,0.514285714,9539,75K+
Goucher College,0.888392857,30889,75K+
Hagerstown Community College,0.671052632,10292,75K+
Harford Community College,0.690140845,11209,75K+
Hood College,0.866141732,29896,75K+
Howard Community College,0.63803681,14367,75K+
Johns Hopkins University,0.890365449,37639,75K+
Loyola University Maryland,0.927943761,42352,75K+
University of Maryland-Baltimore County,0.849887133,23839,75K+
University of Maryland-College Park,0.901226158,23817,75K+
Maryland Institute College of Art,0.884488449,43643,75K+
University of Maryland Eastern Shore,0.509225092,21760,75K+
Montgomery College,0.669064748,13053,75K+
Morgan State University,0.41509434,21278,75K+
Mount St. Mary's University,0.899696049,31452,75K+
Notre Dame of Maryland University,0.736486487,35742,75K+
Prince George's Community College,0.476190476,12666,75K+
Salisbury University,0.864915572,21824,75K+
St. Mary's College of Maryland,0.913043478,24050,75K+
Towson University,0.84010989,23418,75K+
Stevenson University,0.845265589,29601,75K+
Washington College,0.938679245,33514,75K+
McDaniel College,0.907407407,27662,75K+
Wor-Wic Community College,0.62295082,12844,75K+
American International College,0.716346154,25836,75K+
Amherst College,0.917910448,39129,75K+
Anna Maria College,0.793103448,28841,75K+
Assumption College,0.941712204,31260,75K+
Bay Path University,0.774193548,26238,75K+
Bay State College,0.710144928,33418,75K+
Becker College,0.755775578,34818,75K+
Bentley University,0.966906475,42172,75K+
Berklee College of Music,0.77195946,51201,75K+
Berkshire Community College,0.657534247,14264,75K+
Boston Architectural College,0.75,31364,75K+
Boston College,0.958584987,42172,75K+
Boston University,0.918154114,43328,75K+
Brandeis University,0.928191489,49316,75K+
Bridgewater State University,0.805357143,21441,75K+
Bristol Community College,0.706270627,10258,75K+
Bunker Hill Community College,0.610526316,11714,75K+
Cape Cod Community College,0.657894737,12752,75K+
Clark University,0.93877551,33985,75K+
Curry College,0.825490196,32769,75K+
Dean College,0.721774194,35003,75K+
Eastern Nazarene College,0.807142857,24997,75K+
Emerson College,0.929623568,46282,75K+
Emmanuel College,0.892086331,33887,75K+
Endicott College,0.931472081,36909,75K+
Fisher College,0.710843374,30287,75K+
Fitchburg State University,0.772030651,21225,75K+
Framingham State University,0.863198459,23748,75K+
Benjamin Franklin Institute of Technology,0.68,19515,75K+
Gordon College,0.903726708,28627,75K+
Greenfield Community College,0.724137931,12425,75K+
Hampshire College,0.848039216,37532,75K+
Harvard University,0.864253394,40481,75K+
College of the Holy Cross,0.964205817,44056,75K+
Holyoke Community College,0.609756098,12105,75K+
Lasell University,0.826530612,28313,75K+
Lesley University,0.801980198,34981,75K+
University of Massachusetts-Lowell,0.81092437,24094,75K+
University of Massachusetts-Amherst,0.881784882,26439,75K+
University of Massachusetts-Boston,0.706447188,19192,75K+
Massachusetts Bay Community College,0.695067265,16791,75K+
MCPHS University,0.920863309,40641,75K+
Massachusetts College of Art and Design,0.812182741,26139,75K+
Massachusetts Institute of Technology,0.951661631,34505,75K+
Massachusetts Maritime Academy,0.913294798,23208,75K+
Massasoit Community College,0.648199446,12920,75K+
Merrimack College,0.913793103,35490,75K+
Middlesex Community College,0.720744681,8691,75K+
Montserrat College of Art,0.777777778,32882,75K+
Mount Holyoke College,0.875,30933,75K+
Mount Wachusett Community College,0.655430712,12398,75K+
Newbury College,0.784313726,25368,75K+
Nichols College,0.8125,31091,75K+
Massachusetts College of Liberal Arts,0.760180996,20756,75K+
North Shore Community College,0.677130045,12068,75K+
Northeastern University,0.922114609,40254,75K+
Northern Essex Community College,0.641732284,13314,75K+
College of Our Lady of the Elms,0.828767123,26237,75K+
Pine Manor College,0.540540541,20026,75K+
Quincy College,0.639097744,17860,75K+
Quinsigamond Community College,0.640394089,11917,75K+
Regis College,0.8125,30444,75K+
Salem State University,0.827687776,22733,75K+
Simmons University,0.894894895,32896,75K+
Smith College,0.907284768,39398,75K+
Springfield College,0.852252252,32261,75K+
Springfield Technical Community College,0.664473684,12662,75K+
University of Massachusetts-Dartmouth,0.82437276,24759,75K+
Stonehill College,0.926931107,36395,75K+
Suffolk University,0.844611529,34307,75K+
Tufts University,0.962328767,45051,75K+
Wentworth Institute of Technology,0.919254658,36871,75K+
Western New England University,0.891585761,32288,75K+
Westfield State University,0.865196078,21268,75K+
Wheaton College,0.950207469,31802,75K+
Williams College,0.900584795,35367,75K+
Worcester Polytechnic Institute,0.936902486,44135,75K+
Worcester State University,0.809034908,20901,75K+
Adrian College,0.8125,28109,75K+
Albion College,0.897233202,24095,75K+
Alma College,0.836158192,24859,75K+
Alpena Community College,0.619047619,7931,75K+
Andrews University,0.722627737,23893,75K+
Aquinas College,0.794759825,20710,75K+
Baker College,0.591865858,15726,75K+
Bay de Noc Community College,0.787878788,11088,75K+
Calvin University,0.919407895,27322,75K+
Central Michigan University,0.764021604,17939,75K+
Mott Community College,0.556473829,10482,75K+
Concordia University-Ann Arbor,0.794195251,25927,75K+
College for Creative Studies,0.763636364,38813,75K+
Davenport University,0.67294751,25181,75K+
Delta College,0.706270627,9445,75K+
University of Detroit Mercy,0.8170347,23564,75K+
Eastern Michigan University,0.718590398,18843,75K+
Ferris State University,0.811764706,17461,75K+
Glen Oaks Community College,0.607142857,11142,75K+
Kettering University,0.926605505,40857,75K+
Gogebic Community College,0.74137931,10947,75K+
Cornerstone University,0.845833333,22872,75K+
Grand Rapids Community College,0.639386189,11988,75K+
Grand Valley State University,0.804213135,21216,75K+
Henry Ford College,0.487712665,9160,75K+
Hope College,0.902869757,30416,75K+
Jackson College,0.598455599,14727,75K+
Kalamazoo College,0.877419355,28830,75K+
Kalamazoo Valley Community College,0.628787879,8925,75K+
Kellogg Community College,0.587096774,10116,75K+
Kirtland Community College,0.716981132,11331,75K+
Lake Michigan College,0.481481482,11193,75K+
Lake Superior State University,0.758196721,16156,75K+
Lansing Community College,0.574683544,9124,75K+
Lawrence Technological University,0.815181518,31119,75K+
Madonna University,0.774193548,18698,75K+
Rochester University,0.771812081,18341,75K+
University of Michigan-Ann Arbor,0.865392436,22681,75K+
Michigan State University,0.867236204,26572,75K+
Michigan Technological University,0.911450382,20046,75K+
University of Michigan-Dearborn,0.724770642,14575,75K+
University of Michigan-Flint,0.631878558,17821,75K+
Mid Michigan College,0.617760618,11598,75K+
Monroe County Community College,0.61682243,8349,75K+
North Central Michigan College,0.770833333,8691,75K+
Northern Michigan University,0.786637931,19978,75K+
Northwestern Michigan College,0.707317073,13718,75K+
Northwood University,0.806962025,25415,75K+
Oakland Community College,0.553149606,8237,75K+
Oakland University,0.705663189,16688,75K+
Olivet College,0.640522876,20755,75K+
Saginaw Valley State University,0.695600476,17599,75K+
Schoolcraft College,0.659793814,9708,75K+
Siena Heights University,0.721518987,22980,75K+
St Clair County Community College,0.639344262,8863,75K+
Spring Arbor University,0.847117795,21709,75K+
Finlandia University,0.857142857,24394,75K+
Wayne County Community College District,0.414634146,9688,75K+
Wayne State University,0.643926789,19388,75K+
West Shore Community College,0.523809524,8685,75K+
Western Michigan University,0.759489181,23212,75K+
Alexandria Technical & Community College,0.834821429,17050,75K+
Anoka-Ramsey Community College,0.698684211,14877,75K+
Augsburg University,0.888888889,28813,75K+
Bemidji State University,0.873873874,18508,75K+
Bethel University,0.955423477,29394,75K+
Central Lakes College-Brainerd,0.785407725,16434,75K+
Carleton College,0.945544555,37590,75K+
Concordia College at Moorhead,0.915254237,24763,75K+
Concordia University-Saint Paul,0.816793893,20037,75K+
Lake Superior College,0.777511962,16088,75K+
Minnesota State Community and Technical College,0.819805195,14324,75K+
Gustavus Adolphus College,0.905908096,26383,75K+
Hamline University,0.862433862,23695,75K+
Hibbing Community College,0.779816514,13501,75K+
Inver Hills Community College,0.744813278,14484,75K+
Itasca Community College,0.712765957,15853,75K+
South Central College,0.788530466,13725,75K+
Minnesota State University-Mankato,0.897212544,18876,75K+
Metropolitan State University,0.795620438,20132,75K+
University of Minnesota-Twin Cities,0.863683935,23143,75K+
University of Minnesota-Crookston,0.865771812,16911,75K+
Minneapolis College of Art and Design,0.88028169,31626,75K+
Minneapolis Community and Technical College,0.689655172,17454,75K+
Herzing University-Minneapolis,0.706521739,23968,75K+
University of Minnesota-Duluth,0.873657612,21765,75K+
University of Minnesota-Morris,0.865116279,16221,75K+
Minnesota State University Moorhead,0.844470046,19815,75K+
North Hennepin Community College,0.75625,13684,75K+
Normandale Community College,0.723374827,16212,75K+
North Central University,0.826589595,23560,75K+
University of Northwestern-St Paul,0.915567282,26452,75K+
Rainy River Community College,0.476190476,13072,75K+
Rochester Community and Technical College,0.785582255,17750,75K+
St Cloud Technical and Community College,0.790849673,13013,75K+
Saint Cloud State University,0.870466321,17806,75K+
Saint Johns University,0.943113773,29118,75K+
Saint Mary's University of Minnesota,0.912621359,23363,75K+
St Olaf College,0.936440678,30029,75K+
Crown College,0.855072464,26771,75K+
The College of Saint Scholastica,0.875634518,26295,75K+
University of St Thomas,0.924901186,30457,75K+
St Catherine University,0.843283582,22980,75K+
Rasmussen College-Minnesota,0.686379928,20909,75K+
Southwest Minnesota State University,0.859205776,17487,75K+
Vermilion Community College,0.7625,15064,75K+
Dunwoody College of Technology,0.845659164,26716,75K+
Ridgewater College,0.797222222,15611,75K+
Winona State University,0.904170364,19826,75K+
Century College,0.739952719,14435,75K+
Alcorn State University,0.449275362,21049,75K+
Belhaven University,0.74375,21421,75K+
Copiah-Lincoln Community College,0.644444444,8566,75K+
Delta State University,0.814814815,16576,75K+
East Central Community College,0.62745098,9635,75K+
East Mississippi Community College,0.658536585,10647,75K+
Holmes Community College,0.619047619,8958,75K+
Itawamba Community College,0.617391304,9340,75K+
Jackson State University,0.497206704,18896,75K+
Jones County Junior College,0.686567164,9367,75K+
Millsaps College,0.8,26833,75K+
University of Mississippi,0.817374136,19621,75K+
Mississippi University for Women,0.786407767,16312,75K+
Mississippi Valley State University,0.59375,15370,75K+
Mississippi College,0.782786885,19587,75K+
Mississippi Gulf Coast Community College,0.686746988,11856,75K+
Mississippi State University,0.849486887,20724,75K+
Northeast Mississippi Community College,0.753623188,12400,75K+
Northwest Mississippi Community College,0.593360996,9454,75K+
Pearl River Community College,0.651162791,11963,75K+
University of Southern Mississippi,0.779204108,17299,75K+
Tougaloo College,0.5,19724,75K+
William Carey University,0.781609195,16981,75K+
Avila University,0.798994975,20926,75K+
Baptist Bible College,0.8,23990,75K+
Central Methodist University-College of Liberal Arts and Sciences,0.77124183,22870,75K+
University of Central Missouri,0.763285024,15749,75K+
Columbia College,0.728571429,23039,75K+
Cottey College,0.760869565,20826,75K+
Crowder College,0.651162791,7872,75K+
Culver-Stockton College,0.808333333,23458,75K+
Drury University,0.776190476,21769,75K+
East Central College,0.618181818,10087,75K+
Evangel University,0.879310345,24035,75K+
Fontbonne University,0.759541985,24187,75K+
Ozarks Technical Community College,0.662295082,10882,75K+
Hannibal-LaGrange University,0.791208791,22542,75K+
Harris-Stowe State University,0.368421053,15456,75K+
Jefferson College,0.622009569,10770,75K+
Kansas City Art Institute,0.76146789,33745,75K+
Lincoln University,0.581081081,13343,75K+
Lindenwood University,0.8,20184,75K+
State Technical College of Missouri,0.867549669,10092,75K+
Metropolitan Community College-Kansas City,0.657084189,9530,75K+
Maryville University of Saint Louis,0.856410256,29402,75K+
Mineral Area College,0.583333333,10598,75K+
Missouri Baptist University,0.74863388,22658,75K+
Missouri Southern State University,0.730290456,12649,75K+
Missouri Valley College,0.678571429,23010,75K+
Missouri Western State University,0.728021978,14120,75K+
University of Missouri-Columbia,0.850484713,22447,75K+
University of Missouri-Kansas City,0.759408602,17535,75K+
Missouri University of Science and Technology,0.922428331,16623,75K+
University of Missouri-St Louis,0.810810811,16198,75K+
Moberly Area Community College,0.566666667,9805,75K+
Truman State University,0.900326797,15204,75K+
Northwest Missouri State University,0.782971619,15246,75K+
Park University,0.76309795,17810,75K+
Ranken Technical College,0.827586207,19683,75K+
Rockhurst University,0.870967742,23829,75K+
Saint Louis University,0.892156863,31237,75K+
Saint Louis Community College,0.692307692,11299,75K+
Southwest Baptist University,0.825327511,20317,75K+
State Fair Community College,0.618644068,6514,75K+
Stephens College,0.877358491,29405,75K+
Southeast Missouri State University,0.810983397,16614,75K+
Missouri State University-Springfield,0.816252274,18667,75K+
North Central Missouri College,0.8,8797,75K+
Washington University in St Louis,0.95,39508,75K+
Webster University,0.80961183,25691,75K+
Westminster College,0.784313726,24947,75K+
William Jewell College,0.894736842,26083,75K+
William Woods University,0.817610063,22286,75K+
Highlands College of Montana Tech,0.820689655,13115,75K+
Carroll College,0.9375,28492,75K+
Montana State University Billings,0.788571429,16607,75K+
Great Falls College Montana State University,0.714285714,13085,75K+
University of Providence,0.666666667,22752,75K+
Helena College University of Montana,0.75,13337,75K+
Montana Technological University,0.820689655,16626,75K+
Montana State University,0.872070313,20401,75K+
The University of Montana,0.832466181,17962,75K+
Montana State University-Northern,0.780487805,15696,75K+
Rocky Mountain College,0.898148148,20752,75K+
The University of Montana-Western,0.791666667,16009,75K+
Bellevue University,0.823817292,11619,75K+
Clarkson College,0.891666667,26120,75K+
Chadron State College,0.811594203,16670,75K+
Concordia University-Nebraska,0.85840708,21919,75K+
Creighton University,0.910034602,32095,75K+
Doane University,0.850828729,26324,75K+
Hastings College,0.819875776,23551,75K+
University of Nebraska at Kearney,0.839130435,20067,75K+
Nebraska Methodist College of Nursing & Allied Health,0.844444444,25217,75K+
Metropolitan Community College Area,0.693069307,8299,75K+
Mid-Plains Community College,0.755813954,9112,75K+
Midland University,0.865546219,22375,75K+
University of Nebraska at Omaha,0.814285714,18096,75K+
Nebraska Wesleyan University,0.906122449,26043,75K+
University of Nebraska-Lincoln,0.853098291,21456,75K+
Northeast Community College,0.84496124,11664,75K+
Peru State College,0.76,17211,75K+
College of Saint Mary,0.852631579,20240,75K+
Southeast Community College Area,0.712643678,11562,75K+
Union College,0.805309735,24750,75K+
Nebraska College of Technical Agriculture,0.853098291,15333,75K+
Wayne State College,0.853174603,15500,75K+
Western Nebraska Community College,0.790322581,9564,75K+
York College,0.802816901,17018,75K+
Career College of Northern Nevada,0.482758621,20358,75K+
College of Southern Nevada,0.556818182,10867,75K+
The Art Institute of Las Vegas,0.545833333,25670,75K+
University of Nevada-Las Vegas,0.701007839,15081,75K+
University of Nevada-Reno,0.83055199,18036,75K+
Sierra Nevada College,0.666666667,30684,75K+
Truckee Meadows Community College,0.650684932,12299,75K+
Western Nevada College,0.666666667,14317,75K+
Colby-Sawyer College,0.868421053,30067,75K+
Dartmouth College,0.945238095,41309,75K+
Franklin Pierce University,0.819599109,28833,75K+
New England College,0.779411765,28890,75K+
Southern New Hampshire University,0.823151125,35379,75K+
University of New Hampshire-Main Campus,0.919708029,28188,75K+
Keene State College,0.881952327,20944,75K+
University of New Hampshire at Manchester,0.919708029,20689,75K+
Plymouth State University,0.864739884,23548,75K+
NHTI-Concord's Community College,0.739872068,19724,75K+
Lakes Region Community College,0.771653543,20655,75K+
Manchester Community College,0.687804878,17273,75K+
Nashua Community College,0.680412371,17824,75K+
Great Bay Community College,0.744360902,19210,75K+
Rivier University,0.88030888,28418,75K+
Saint Anselm College,0.942396313,34894,75K+
Granite State College,0.794871795,14438,75K+
Atlantic Cape Community College,0.609865471,11808,75K+
Bergen Community College,0.66873065,14214,75K+
Berkeley College-Woodland Park,0.654069767,25809,75K+
Bloomfield College,0.743055556,25508,75K+
Brookdale Community College,0.66084788,13021,75K+
Rowan College at Burlington County,0.664921466,11095,75K+
Caldwell University,0.731182796,30505,75K+
Camden County College,0.622718053,11088,75K+
Centenary University,0.820163488,27265,75K+
County College of Morris,0.690962099,13243,75K+
Drew University,0.908730159,32133,75K+
Fairleigh Dickinson University-Metropolitan Campus,0.84217016,21722,75K+
Felician University,0.763285024,23143,75K+
Fairleigh Dickinson University-Florham Campus,0.84217016,26453,75K+
Georgian Court University,0.773462783,28735,75K+
Rowan University,0.864597094,31051,75K+
Rowan College of South Jersey Gloucester Campus,0.654654655,11082,75K+
Eastwick College-Ramsey,0.682539683,21963,75K+
Hudson County Community College,0.649350649,11749,75K+
New Jersey City University,0.681818182,20516,75K+
Kean University,0.742827869,24412,75K+
Mercer County Community College,0.692307692,9141,75K+
Middlesex County College,0.62406015,13485,75K+
Monmouth University,0.849428868,36145,75K+
Montclair State University,0.826145553,26641,75K+
Eastwick College-Nutley,0.574074074,25076,75K+
New Jersey Institute of Technology,0.872222222,25353,75K+
Ocean County College,0.658426966,15877,75K+
Passaic County Community College,0.568965517,14079,75K+
